Date,5_YR_R,7_YR_R,10_YR_R,UST_1M,UST_3M,UST_6M,UST_1Y,UST_2Y,UST_3Y,UST_5Y,UST_7Y,UST_10Y,UST_20Y,FF,CP3M,CP3M-FF,UST_3M-FF,UST_6M-FF,UST_1Y-FF,UST_5Y-FF,UST_10Y-FF,AAA_YLD,BAA_YLD,AAA_YLD-FF,BAA_YLD-FF,SOYBEAN,WHEAT,CORN,GOLD,ALUMIN,NICKEL,WTI OIL,COPPER,SP500,SP500_DIV,SP500_IND,SP500_PE,VIX,USDEUR,USDJPY,USDGBP,USDCHF,USDCAD,USDWBGD,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,WPSFD49207,WPSFD49502,WPSID61,WPSID62,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST
9/19/2004,0.083744363,0.016737585,-0.073249209,-0.0131,0.2073,-0.0704,-0.1763,-0.3776,-0.5067,-0.7096,-0.7347,-0.7240,-0.7259,0.2873,0.1991,0.0058,-0.0730,-0.2982,-0.3629,-0.7301,-0.7227,-0.6275,-0.7100,-0.6221,-0.6676,-0.5091,0.6566,0.4830,0.2415,0.1747,0.8941,1.1329,0.3941,0.1110,-0.0682,0.3324,0.1740,0.0832,0.4695,0.0928,0.1152,0.5428,0.4035,0.3338,-0.066521042,-0.067327285,0.258175659,0.14985665,0.494390602,0.401852539,0.362044172,0.381041813,0.423330289,0.184679362,0.591629398,0.2157253,0.421504074,0.428490282,0.443640276,0.346871878,0.619258578,0.254842501,0.340931337,0.743399779,0.31157813,0.076291933,-0.005180618,0.093400376,0.316560225,0.130728159,-0.471655943,0.476404318,0.345282361,0.482397145,-0.0472901,0.138723968,0.191990236,-0.097207141,0.457019432,0.01575389,0.101572489,-0.188136805,0.129657415,0.170126066,0.27928678,0.170470906,-0.013868024,0.132969158,-1.070419715,0.500752612,-0.927250838,1.36199363,1.087067414,1.741183108,1.188233207,1.359403265,1.333789611,1.229672092,1.78904734,1.186321235,1.273819074,0.530715075,0.054084291,0.194920365,-0.017704468,-0.00387243,-0.44444461,-0.069098993,0.029407958,-0.311486651,0.038109205,0.02724022,0.009876704,-0.141925262,0.204960161,0.474559446,0.236070687,0.909223561,0.939358814,0.121043741,0.534182641,1.033874011,0.922953355,0.747098571,0.757233965,0.076865119,1.058509066,1.017791679,-0.224551522,0.708408645,0.871485567,0.888869315,1.080775812,1.434577479,1.007534386,-0.20452053,-0.786691755,0.182522206,-1.474986639,-0.562099983,-0.133347422,0.075977398,-0.029176943
9/26/2004,-0.173055373,-0.467133697,-0.576640599,-0.1023,0.5220,0.7956,0.6419,0.4001,-0.0889,-0.6257,-0.9309,-1.0862,-1.3352,2.2578,0.4281,-0.9759,-1.4489,-1.4048,-1.4145,-1.9667,-2.2894,-1.1577,-1.2245,-2.2658,-2.2477,-1.5149,-0.7602,-1.1378,0.1639,1.6736,2.4115,1.2566,1.1625,-0.7366,0.5080,-0.8276,-0.5820,0.0772,-0.5562,0.5234,-0.5310,-0.3215,-1.4858,-0.7066,-0.078983533,-0.098528739,0.15486509,0.107174661,0.339279732,0.570504686,0.548796686,0.531187063,0.652943477,0.347719282,0.762343813,0.269742718,0.553311958,0.545523216,0.548577063,0.519337297,0.467291057,1.137368241,0.527737975,0.580514288,0.183711917,0.376653115,0.059532604,0.134728991,0.200165122,0.034254692,-0.186240368,0.552330383,0.506296694,0.4154103,-0.046267143,0.184999163,0.239361794,-0.25116368,0.534827613,0.053843557,0.162087441,-0.205090167,0.175292096,0.158924319,0.195270662,0.178921238,-0.245886365,0.171314733,-1.150783899,0.264371139,-0.965996805,1.415593159,1.171267136,1.817422134,1.224806537,1.408341406,1.350908542,1.166835684,1.763444804,1.244925973,1.27280167,0.856282026,-0.237508844,-0.224180598,-0.243263311,0.266997277,-0.44444461,-0.076333195,-0.105792709,-0.4187519,-0.062960662,-0.199661045,-0.002211102,-0.147820143,0.099840516,0.434903004,0.249070387,1.450207248,1.437913439,0.631577581,1.448241277,1.376952078,0.869560026,0.824030682,0.806501164,0.031275017,1.214100819,0.218097074,-0.333686401,0.618131158,1.014472136,0.9363609,1.202351754,1.130648672,1.279392082,-0.348357176,-1.340704483,0.273116061,-2.484342074,-0.617420805,-0.39709654,0.021334342,-0.593119006
10/3/2004,-0.479681924,-0.242479173,-0.191064215,-0.1872,-0.0718,0.6821,0.7483,0.8118,0.6303,0.5981,0.7564,0.6077,0.5195,0.7771,0.1227,-0.3580,-0.6975,-0.1994,-0.1130,-0.0573,-0.0652,0.5389,0.4219,-0.1283,-0.1929,0.5463,-1.2396,0.0706,1.1379,0.5766,1.7136,0.4404,0.7707,0.7275,-0.4918,0.8453,0.6729,-0.4589,-0.8806,-0.0759,0.2911,-0.6360,-0.8134,-0.7860,-0.091446024,-0.129730192,0.051554521,0.064492672,0.184168861,0.739156833,0.735549199,0.681332312,0.882556666,0.510759202,0.933058228,0.323760136,0.685119841,0.662556149,0.653513851,0.691802716,0.315323537,2.01989398,0.714544612,0.417628796,0.055845705,0.677014297,0.124245825,0.176057606,0.083770019,-0.062218776,0.099175206,0.628256447,0.667311027,0.348423455,-0.045244185,0.231274359,0.286733352,-0.40512022,0.612635794,0.091933223,0.222602392,-0.22204353,0.220926777,0.147722572,0.111254544,0.187371569,-0.477904706,0.209660308,-1.231148084,0.027989666,-1.004742771,1.469192689,1.255466857,1.89366116,1.261379867,1.457279546,1.368027474,1.103999276,1.737842268,1.30353071,1.271784265,1.181848978,-0.52910198,-0.643281561,-0.468822154,0.537866983,-0.44444461,-0.083567396,-0.240993375,-0.52601715,-0.164030528,-0.426562309,-0.014298908,-0.153715024,-0.005279128,0.395246562,0.262070087,1.991190935,1.936468064,1.142111421,2.362299913,1.720030146,0.816166696,0.900962792,0.855768363,-0.014315084,1.369692571,-0.581597532,-0.44282128,0.527853671,1.157458706,0.983852485,1.323927697,0.826719865,1.551249778,-0.492193822,-1.894717212,0.363709916,-3.493697509,-0.672741627,-0.660845659,-0.033308715,-1.157061069
10/10/2004,0.639504986,0.707982274,1.051348577,0.0845,-0.1906,0.4265,0.5089,0.6974,0.8207,1.0718,1.1095,1.0771,1.1233,-0.7947,0.6571,1.0700,0.5046,0.9862,1.0188,1.3409,1.3174,1.2812,0.9363,1.4048,1.1392,-0.3283,-0.0456,-0.1879,0.2708,1.1704,1.1072,1.1107,1.1771,-0.4003,0.2436,-0.5401,-0.2852,0.6946,0.0292,-0.6969,0.1557,0.1085,-0.6311,-0.6057,-0.137050167,-0.238897035,0.040415595,0.059549201,0.145736426,0.627242615,0.583251998,0.525337557,0.686189608,0.344012518,0.850901127,0.215111398,0.632429915,0.561885149,0.58085931,0.551085423,0.335068069,1.569139554,0.554380252,-0.071440048,-0.132943149,0.672487016,0.163759903,0.109931822,0.102393235,-0.105398674,0.105677485,0.430298135,0.470891837,0.218192233,-0.05310765,0.181524365,0.225119956,-0.169182482,0.515659012,0.039050608,0.162806857,-0.255960614,0.17376592,0.124415723,0.086413482,0.177600915,-0.405743115,0.247904774,-1.231148084,-0.350220691,-1.035739544,1.392254387,1.212612327,1.7815856,1.193197401,1.392075797,1.363665759,1.162693792,1.70177499,1.265939203,1.317341634,1.093429437,-0.22156169,-0.322096782,-0.198292459,0.693808282,-0.267688712,-0.044064668,-0.203536673,-0.518012552,-0.085649589,-0.301638009,-0.007738395,0.002339266,0.00889485,0.15133696,0.243551313,1.322750707,1.296271498,0.831868009,2.02052208,0.964866626,0.610912233,0.718737477,0.605270998,-0.158310088,0.947030746,-0.465294919,-0.006759389,0.421373081,0.89559946,0.785633248,1.009045234,0.513477962,1.064546903,-0.005662044,-1.387079992,0.170430878,-2.414607097,-0.473586667,-0.593381674,-0.071163511,-0.952914163
10/17/2004,-1.127430512,-1.205901458,-1.51380542,0.2586,0.2726,-0.4467,-0.9413,-1.6472,-1.5909,-1.5139,-1.2498,-1.2750,-1.0818,0.2475,-0.5643,-0.6567,0.0116,-0.5255,-0.8722,-1.3164,-1.1021,-0.8396,-1.0187,-0.7437,-0.8554,-0.7789,1.0873,0.2427,-0.4697,-1.1941,-3.7774,0.5297,-3.1265,-0.5730,0.3826,-0.2417,-0.4320,-0.0011,-0.3999,-0.1511,-0.4366,-0.9250,0.1083,0.0892,-0.182654311,-0.348063878,0.02927667,0.054605731,0.107303991,0.515328397,0.430954798,0.369342801,0.489822551,0.177265834,0.768744025,0.106462659,0.579739989,0.46121415,0.50820477,0.41036813,0.354812601,1.118385129,0.394215892,-0.560508892,-0.321732003,0.667959736,0.20327398,0.043806038,0.121016452,-0.148578573,0.112179764,0.232339823,0.274472646,0.087961012,-0.060971114,0.131774372,0.163506561,0.066755256,0.418682229,-0.013832007,0.103011322,-0.289877698,0.126605063,0.101108875,0.06157242,0.167830261,-0.333581523,0.286149239,-1.231148084,-0.728431048,-1.066736318,1.315316084,1.169757798,1.669510041,1.125014935,1.326872047,1.359304044,1.221388307,1.665707712,1.228347697,1.362899003,1.005009896,0.0859786,-0.000912002,0.072237237,0.84974958,-0.090932815,-0.00456194,-0.16607997,-0.510007955,-0.007268651,-0.176713709,-0.001177881,0.158393555,0.023068828,-0.092572642,0.225032538,0.654310478,0.656074933,0.521624596,1.678744246,0.209703106,0.405657769,0.536512161,0.354773633,-0.302305093,0.524368922,-0.348992305,0.429302502,0.314892491,0.633740214,0.587414011,0.694162772,0.20023606,0.577844028,0.480869735,-0.879442771,-0.02284816,-1.335516686,-0.274431707,-0.525917689,-0.109018307,-0.748767258
10/24/2004,-0.552505729,-0.523297328,-0.496312185,0.2840,1.0802,0.6750,0.5222,0.2971,0.1015,-0.2309,-0.3767,-0.4689,-0.6181,-0.4246,0.5044,0.7096,1.2043,0.8380,0.7217,0.1043,-0.0652,-0.3094,-0.5042,0.0597,-0.0831,0.8151,-0.7417,-0.5931,0.4855,-1.0072,-0.9374,0.0619,-0.1113,-0.5242,0.3555,-0.6000,-0.3909,0.0742,-1.3114,-1.4347,-1.0115,-1.2610,-1.2591,-1.0871,-0.228258454,-0.457230721,0.018137745,0.049662261,0.068871556,0.403414178,0.278657597,0.213348046,0.293455493,0.01051915,0.686586924,-0.002186079,0.527050063,0.36054315,0.435550229,0.269650837,0.374557132,0.667630703,0.234051532,-1.049577736,-0.510520857,0.663432455,0.242788057,-0.022319746,0.139639668,-0.191758472,0.118682043,0.034381511,0.078053455,-0.04227021,-0.068834578,0.082024378,0.101893165,0.302692993,0.321705447,-0.066714622,0.043215787,-0.323794782,0.079444207,0.077802027,0.036731358,0.158059607,-0.261419931,0.324393704,-1.231148084,-1.106641405,-1.097733091,1.238377782,1.126903268,1.557434481,1.056832469,1.261668297,1.354942328,1.280082823,1.629640433,1.19075619,1.408456372,0.916590355,0.393518889,0.320272778,0.342766933,1.005690878,0.085823082,0.034940788,-0.128623267,-0.502003357,0.071112287,-0.051789409,0.005382632,0.314447845,0.037242807,-0.336482243,0.206513764,-0.01412975,0.015878367,0.211381184,1.336966413,-0.545460413,0.200403305,0.354286846,0.104276269,-0.446300097,0.101707097,-0.232689691,0.865364393,0.208411901,0.371880969,0.389194774,0.37928031,-0.113005842,0.091141154,0.967401513,-0.371805551,-0.216127198,-0.256426274,-0.075276747,-0.458453704,-0.146873103,-0.544620352
10/31/2004,-0.587001216,-0.363446994,-0.062538754,1.0185,0.9021,0.8808,0.6419,0.1713,0.1649,0.1441,0.0501,0.1791,0.0235,0.3215,0.7334,0.4658,0.4483,0.3341,0.1888,-0.1024,-0.0802,-0.0973,0.0103,-0.2757,-0.1929,-0.1494,0.5362,0.0721,0.3679,1.2071,0.8601,-1.1847,0.6064,1.2170,-0.6849,1.0804,1.0863,0.3000,-0.7092,-1.0260,-0.3620,-0.9165,-1.0695,-0.8134,-0.273862597,-0.566397563,0.006998819,0.04471879,0.030439121,0.29149996,0.126360396,0.057353291,0.097088436,-0.156227534,0.604429823,-0.110834817,0.474360136,0.259872151,0.362895689,0.128933545,0.394301664,0.216876277,0.073887171,-1.53864658,-0.699309711,0.658905174,0.282302134,-0.08844553,0.158262885,-0.234938371,0.125184322,-0.163576801,-0.118365735,-0.172501431,-0.076698042,0.032274385,0.040279769,0.538630731,0.224728665,-0.119597237,-0.016579749,-0.357711866,0.03228335,0.054495179,0.011890296,0.148288952,-0.189258339,0.362638169,-1.231148084,-1.484851762,-1.128729864,1.16143948,1.084048738,1.445358921,0.988650003,1.196464548,1.350580613,1.338777339,1.593573155,1.153164684,1.45401374,0.828170814,0.701059179,0.641457558,0.613296628,1.161632177,0.262578979,0.074443515,-0.091166564,-0.49399876,0.149493225,0.073134891,0.011943146,0.470502135,0.051416785,-0.580391845,0.18799499,-0.682569979,-0.624318198,-0.098862229,0.99518858,-1.300623933,-0.004851158,0.172061531,-0.146221096,-0.590295101,-0.320954728,-0.116387077,1.301426284,0.101931311,0.110021723,0.190975536,0.064397847,-0.426247744,-0.395561721,1.453933292,0.135831669,-0.409406236,0.822664138,0.123878213,-0.390989719,-0.184727899,-0.340473447
11/7/2004,-0.081067408,-0.190635821,-0.105380574,0.6789,0.8546,1.1648,1.0676,0.8347,0.7784,0.7955,0.7956,0.7301,0.6273,-0.0430,0.4281,0.4109,0.7113,0.8478,0.7924,0.6343,0.5660,0.8570,0.4219,0.6235,0.3172,-1.2088,-0.6959,-0.3676,0.4307,-0.1278,0.6230,-0.7938,0.4642,1.2316,-0.8171,1.3416,1.1045,-0.7299,-1.0098,-0.1770,-0.7652,-0.9471,-1.3579,-1.4247,-0.319466741,-0.675564406,-0.004140106,0.03977532,-0.007993314,0.179585742,-0.025936804,-0.098641465,-0.099278621,-0.322974218,0.522272721,-0.219483555,0.42167021,0.159201152,0.290241148,-0.011783748,0.414046196,-0.233878148,-0.086277189,-2.027715424,-0.888098565,0.654377893,0.321816211,-0.154571314,0.176886101,-0.27811827,0.131686602,-0.361535113,-0.314784926,-0.302732653,-0.084561507,-0.017475609,-0.021333627,0.774568469,0.127751882,-0.172479852,-0.076375284,-0.391628951,-0.014877507,0.031188331,-0.012950766,0.138518298,-0.117096747,0.400882635,-1.231148084,-1.863062119,-1.159726638,1.084501177,1.041194208,1.333283362,0.920467537,1.131260798,1.346218898,1.397471855,1.557505877,1.115573177,1.499571109,0.739751273,1.008599468,0.962642338,0.883826324,1.317573475,0.439334876,0.113946243,-0.053709861,-0.485994162,0.227874164,0.198059191,0.01850366,0.626556424,0.065590764,-0.824301447,0.169476215,-1.351010207,-1.264514764,-0.409105641,0.653410747,-2.055787453,-0.210105622,-0.010163785,-0.396718461,-0.734290105,-0.743616553,-8.45E-05,1.737488175,-0.004549279,-0.151837522,-0.007243701,-0.250484615,-0.739489646,-0.882264596,1.94046507,0.643468889,-0.602685274,1.901754549,0.323033173,-0.323525734,-0.222582695,-0.136326542
11/14/2004,0.896304722,0.79438786,0.858560386,0.4072,1.0387,1.2429,1.5266,1.9327,1.7621,1.4320,1.0409,1.0210,1.0263,1.2840,0.5808,-0.2516,-0.2373,-0.2488,0.0191,0.2434,-0.0952,0.9631,0.6276,-0.1614,-0.3665,0.9602,-0.2733,0.0436,0.3567,-0.4405,0.4414,-0.8822,0.5699,0.5723,-0.2783,0.8600,-0.2982,-0.1517,-0.0610,-0.0225,-0.0886,-0.2955,-0.3271,-0.3827,0.323423086,0.749437249,0.115531569,0.334109055,0.120773958,0.298122354,0.141409979,0.084754211,0.088147333,-0.182028332,0.645817961,-0.043938416,0.469897941,0.190421346,0.403046178,0.136208069,0.370530579,0.101053097,0.074508566,-0.921537368,-0.375426382,0.386154159,0.20389442,-0.113242699,0.060490998,-0.102470728,0.030385944,-0.306542055,-0.207927501,-0.338147785,-0.076359727,-0.006664498,-0.000615571,0.665964568,0.170012411,-0.159847297,-0.055031486,-0.400460824,-0.005938366,0.039464173,0.11199206,0.087651486,0.063102699,0.28912758,-1.150783899,-1.1539177,-1.120980671,1.171371349,1.16277289,1.456387564,0.99145174,1.196598195,1.347130859,1.350656854,1.64307701,1.114217524,1.47040576,0.377964811,0.779484621,0.676840928,0.729701202,0.952686359,0.107917569,0.060608445,-0.110846067,-0.369798659,0.159580635,0.240638676,0.022494581,0.480516907,-0.001314118,-0.630278797,-0.340589968,-1.367301048,-1.322883226,-0.605939526,-0.157595781,-1.372916837,-0.614458093,-0.426552225,-0.611552359,-0.373639372,-0.947719603,-0.215211952,0.865728283,-0.440565768,-0.579178717,-0.494157799,-0.661899577,-0.553368298,-1.085977501,1.131802336,0.406030644,-0.572440297,1.362427583,0.544316462,-0.378571531,-0.345566257,0.32798396
11/21/2004,-0.368529799,-0.5708204,-0.769428791,0.2883,0.6230,0.6324,0.6885,0.7889,0.4082,-0.1174,-0.1560,-0.4995,-0.7205,1.3181,0.1991,-0.6155,-0.5942,-0.7033,-0.6034,-0.9594,-1.2374,-1.1577,-0.7100,-1.6577,-1.3089,1.3503,0.4776,-0.1041,0.8238,-0.4153,-1.4033,0.4100,0.6684,-0.5420,5.5321,-0.3623,-0.4175,0.0531,-0.3160,-1.7732,-0.0469,-0.5803,0.1269,-0.8728,0.966312912,2.174438905,0.235203245,0.628442791,0.24954123,0.416658966,0.308756762,0.268149888,0.275573288,-0.041082446,0.769363201,0.131606724,0.518125671,0.221641539,0.515851207,0.284199887,0.327014962,0.435984342,0.23529432,0.184640687,0.137245801,0.117930426,0.085972629,-0.071914084,-0.055904105,0.073176813,-0.070914713,-0.251548997,-0.101070075,-0.373562917,-0.068157948,0.004146613,0.020102485,0.557360667,0.21227294,-0.147214741,-0.033687688,-0.409292697,0.003000774,0.047740015,0.236934885,0.036784673,0.243302146,0.177372526,-1.070419715,-0.444773281,-1.082234704,1.258241521,1.284351572,1.579491767,1.062435943,1.261935591,1.34804282,1.303841854,1.728648143,1.112861871,1.441240412,0.016178348,0.550369774,0.391039518,0.575576079,0.587799244,-0.223499738,0.007270647,-0.167982273,-0.253603156,0.091287107,0.283218162,0.026485502,0.33447739,-0.068219,-0.436256147,-0.850656151,-1.383591889,-1.381251688,-0.80277341,-0.968602309,-0.690046222,-1.018810565,-0.842940666,-0.826386256,-0.012988638,-1.151822653,-0.430339441,-0.00603161,-0.876582257,-1.006519911,-0.981071897,-1.073314539,-0.367246951,-1.289690405,0.323139602,0.168592398,-0.542195321,0.823100617,0.765599751,-0.433617329,-0.468549819,0.792294462
11/28/2004,0.168066664,0.008097027,-0.164288077,0.4921,0.6764,0.8524,0.9412,1.1149,1.0217,0.7313,0.6043,0.2863,-0.1652,0.0481,-0.5643,-0.5365,0.4952,0.5514,0.6274,0.5253,0.1790,-0.2033,-0.1955,-0.1725,-0.1646,-0.1198,-1.3253,-0.2834,0.4008,1.0728,0.5701,0.3559,0.0810,0.3725,-0.2935,-0.0177,0.3725,-0.2149,-1.6095,-0.3836,-1.4934,-1.3295,-1.1612,-1.4121,1.609202739,3.599440561,0.35487492,0.922776527,0.378308502,0.535195578,0.476103544,0.451545564,0.462999243,0.09986344,0.892908441,0.307151863,0.566353402,0.252861733,0.628656236,0.432191705,0.283499345,0.770915587,0.396080074,1.290818743,0.649917984,-0.150293308,-0.031949161,-0.030585469,-0.172299208,0.248824355,-0.172215371,-0.19655594,0.005787351,-0.408978049,-0.059956168,0.014957723,0.04082054,0.448756767,0.254533469,-0.134582186,-0.01234389,-0.41812457,0.011939915,0.056015858,0.361877711,-0.014082139,0.423501592,0.065617471,-0.99005553,0.264371139,-1.043488738,1.345111692,1.405930254,1.702595969,1.133420146,1.327272988,1.348954781,1.257026853,1.814219275,1.111506217,1.412075063,-0.345608115,0.321254926,0.105238109,0.421450957,0.222912128,-0.554917045,-0.046067151,-0.225118479,-0.137407653,0.022993579,0.325797647,0.030476423,0.188437872,-0.135123882,-0.242233498,-1.360722334,-1.399882729,-1.439620149,-0.999607295,-1.779608837,-0.007175607,-1.423163036,-1.259329106,-1.041220154,0.347662096,-1.355925703,-0.64546693,-0.877791502,-1.312598746,-1.433861106,-1.467985996,-1.484729501,-0.181125603,-1.49340331,-0.485523132,-0.068845848,-0.511950345,0.283773651,0.98688304,-0.488663126,-0.591533381,1.256604963
12/5/2004,0.421033568,0.837590653,1.345886093,0.5090,0.2726,0.0857,0.1563,0.2342,0.5986,1.0373,1.1831,1.5006,1.6571,0.0026,1.0388,0.9327,0.2135,0.0574,0.1087,0.7884,1.1033,1.4932,1.4508,1.0363,0.9974,-1.1753,-0.0288,-0.1055,0.3068,-0.7933,-1.6166,-2.7670,-0.1048,0.2372,-0.1410,0.3957,0.2620,0.0561,-0.9227,-0.3782,-1.9583,-0.4581,0.9190,-0.1947,2.252092565,5.024442216,0.474546595,1.217110263,0.507075774,0.653732191,0.643450327,0.63494124,0.650425198,0.240809326,1.016453681,0.482697003,0.614581133,0.284081927,0.741461265,0.580183522,0.239983728,1.105846832,0.556865829,2.396996798,1.162590167,-0.418517041,-0.149870952,0.010743146,-0.288694311,0.424471897,-0.273516028,-0.141562882,0.112644776,-0.444393181,-0.051754389,0.025768834,0.061538596,0.340152866,0.296793998,-0.121949631,0.008999908,-0.426956444,0.020879056,0.0642917,0.486820536,-0.064948952,0.603701039,-0.046137583,-0.909691346,0.973515558,-1.004742771,1.431981864,1.527508935,1.825700171,1.204404349,1.392610385,1.349866742,1.210211852,1.899790408,1.110150564,1.382909715,-0.707394578,0.092140079,-0.180563301,0.267325835,-0.141974988,-0.886334353,-0.099404949,-0.282254686,-0.021212149,-0.04529995,0.368377132,0.034467344,0.042398355,-0.202028764,-0.048210848,-1.870788517,-1.41617357,-1.497988611,-1.19644118,-2.590615365,0.675695009,-1.827515507,-1.675717546,-1.256054051,0.708312829,-1.560028753,-0.860594419,-1.749551394,-1.748615234,-1.8612023,-1.954900094,-1.896144463,0.004995744,-1.697116214,-1.294185866,-0.306284093,-0.481705368,-0.255553315,1.208166329,-0.543708924,-0.714516943,1.720915465
12/12/2004,-0.495013251,-0.76091269,-1.133584264,0.1694,0.2370,0.0857,-0.3160,-0.9724,-1.2736,-1.4744,-1.6176,-1.6169,-1.6802,0.2076,0.3517,0.1912,0.0162,-0.1204,-0.3959,-1.2601,-1.3276,-1.6879,-1.6360,-1.3076,-1.2557,0.3528,-0.5303,-0.3484,-2.1505,-0.5628,-0.4818,-0.8220,-0.6703,-0.1680,0.1453,-0.0157,-0.0687,-0.0583,1.3385,2.2338,1.0931,1.8009,2.4041,2.0645,1.160785527,2.502541677,0.256679011,0.961239574,0.190499558,0.559549342,0.625749282,0.589300472,0.54470756,0.133305858,1.008914382,0.551180913,0.434399736,0.309184337,0.572243491,0.555009073,0.186138361,0.679586962,0.525102597,1.49803383,0.757269502,-0.377070081,-0.105872974,-0.030585469,-0.195578229,0.218754848,-0.177396874,-0.194155879,-0.04137752,-0.339697019,0.051974206,0.030471216,-0.01843121,0.466258952,0.127215311,-0.147548631,-0.015966484,-0.452878554,0.040570696,0.062876872,0.282374365,-0.018457866,0.526254801,0.08452799,-1.030237623,0.973515558,-0.965996805,1.46307264,1.401635277,1.747108648,1.300436103,1.422537961,1.366948733,1.235804204,1.797179914,1.177713791,1.385802593,-0.449482037,0.101186281,-0.058168362,0.154968576,0.11849171,-0.554917045,-0.100751267,-0.319521783,-0.068392234,-0.116659724,0.43376079,0.037061155,0.196129636,-0.222813872,-0.230031206,-1.014370281,-0.792322859,-0.858707555,-0.69558441,-1.851970491,0.477606531,-1.420517491,-0.766099861,-1.088714385,0.527687869,-1.221489976,-0.572814287,-1.313278508,-1.39778161,-1.466421716,-1.56302746,-1.310416487,-0.18373288,-1.324884925,-0.39185055,-0.384928695,-0.3308415,-0.121131634,0.800175265,-0.700983564,-0.425180628,1.93791453
12/19/2004,-0.203718028,-0.225198056,-0.405273317,-0.8495,-0.4518,0.6537,0.7217,0.6746,0.2707,-0.1322,-0.3816,-0.3515,-0.6235,2.3262,0.4281,-1.0171,-2.2754,-1.5629,-1.4145,-1.6359,-1.7934,-0.4154,-0.6071,-1.7941,-1.8651,0.7733,1.4601,1.2890,0.6476,0.9214,1.2747,2.3276,1.2790,0.1567,-0.0868,0.1378,0.1935,-0.2420,-0.4889,-0.7529,-1.0441,-0.1814,0.2174,-0.7869,0.069478489,-0.019358862,0.038811427,0.705368886,-0.126076657,0.465366493,0.608048237,0.543659704,0.438989923,0.02580239,1.001375082,0.619664823,0.25421834,0.334286746,0.403025717,0.529834623,0.132292994,0.253327092,0.493339366,0.599070863,0.351948837,-0.335623122,-0.061874996,-0.071914084,-0.102462146,0.0130378,-0.08127772,-0.246748877,-0.195399817,-0.235000858,0.155702802,0.035173597,-0.098401017,0.592365038,-0.042363377,-0.173147631,-0.040932876,-0.478800664,0.060262337,0.061462043,0.077928193,0.02803322,0.448808563,0.215193563,-1.150783899,0.973515558,-0.927250838,1.494163417,1.275761618,1.668517125,1.396467856,1.452465538,1.384030725,1.261396556,1.694569419,1.245277018,1.388695472,-0.191569497,0.110232483,0.064226576,0.042611317,0.378958407,-0.223499738,-0.102097585,-0.356788879,-0.115572319,-0.188019498,0.499144447,0.039654966,0.349860918,-0.24359898,-0.411851564,-0.157952045,-0.168472147,-0.219426498,-0.19472764,-1.113325616,0.279518053,-1.013519475,0.143517825,-0.921374719,0.347062909,-0.8829512,-0.285034155,-0.877005621,-1.046947987,-1.071641133,-1.171154826,-0.724688511,-0.372461505,-0.952653636,0.510484765,-0.463573297,-0.179977632,0.013290048,0.392184201,-0.858258205,-0.135844313,2.154913594
